|6.6.6
h2o_1E-14_3.tab                                                                                     
           2
f_CO2   
  -12.000000000000000     
   4.1139240506329111E-002
         317
f_O2    
  -110.00000000000000     
  0.34810126582278483     
         317
           8
f_CO2          f_O2           MgO,wt%        FeO,wt%        SiO2,wt%       H2O,wt%        O2,wt%         CO2,wt%       
 -4.34810       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.30696       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.26582       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.22468       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.18354       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.14241       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.10127       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.06013       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.01899       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.97785       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.93671       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.89557       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.85443       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.81329       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.77215       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.73101       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.68987       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.64873       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.60759       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.56646       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.52532       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.48418       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.44304       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.40190       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.36076       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.31962       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.27848       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.23734       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.19620       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.15506       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.11392       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.07278       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -3.03165       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.99051       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.94937       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.90823       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.86709       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.82595       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.78481       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.74367       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.70253       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.66139       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.62025       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.57911       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.53797       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.49684       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.45570       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.41456       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.37342       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.33228       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.29114       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.25000       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.20886       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.16772       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.12658       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.08544       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.04430       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -2.00316       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.96203       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.92089       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.87975       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.83861       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.79747       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.75633       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.71519       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.67405       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.63291       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.59177       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.55063       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.50949       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.46835       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.42722       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.38608       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.34494       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.30380       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.26266       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.22152       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.18038       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.13924       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.09810       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.05696       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -1.01582       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.974684       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.933544       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.892405       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.851266       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.810127       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.768987       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.727848       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.686709       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.645570       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.604430       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.563291       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.522152       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.481013       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.439873       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.398734       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.357595       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.316456       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.275316       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.234177       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.193038       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.151899       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.110759       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.696203E-001  -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
-0.284810E-001  -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.126582E-001  -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.537975E-001  -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.949367E-001  -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.136076       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.177215       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.218354       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.259494       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.300633       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.341772       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.382911       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.424051       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.465190       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.506329       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.547468       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.588608       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.629747       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.670886       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.712025       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.753165       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.794304       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.835443       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.876582       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.917722       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 0.958861       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
  1.00000       -80.0633        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -12.0000       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.9589       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.9177       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.8766       -79.7152        28.0710        33.3587        34.8729        0.00000        3.69730        0.00000     
 -11.8354       -79.7152        28.0705        33.3580        34.8722        0.00000        3.69934        0.00000     
 -11.7943       -79.7152        28.0708        33.3584        34.8726        0.00000        3.69823        0.00000     
 -11.7532       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.7120       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.6709       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.6297       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.5886       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.5475       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.5063       -79.7152        28.0705        33.3580        34.8722        0.00000        3.69934        0.00000     
 -11.4652       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -11.4241       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.3829       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.3418       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.3006       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.2595       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.2184       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -11.1772       -79.7152        28.0705        33.3580        34.8722        0.00000        3.69934        0.00000     
 -11.1361       -79.7152        28.0708        33.3584        34.8726        0.00000        3.69823        0.00000     
 -11.0949       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.0538       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -11.0127       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.9715       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.9304       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.8892       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.8481       -79.7152        28.0705        33.3580        34.8722        0.00000        3.69934        0.00000     
 -10.8070       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -10.7658       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.7247       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.6835       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.6424       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.6013       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.5601       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -10.5190       -79.7152        28.0705        33.3580        34.8722        0.00000        3.69934        0.00000     
 -10.4778       -79.7152        28.0708        33.3584        34.8726        0.00000        3.69823        0.00000     
 -10.4367       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.3956       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.3544       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.3133       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.2722       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.2310       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.1899       -79.7152        28.0705        33.3580        34.8722        0.00000        3.69934        0.00000     
 -10.1487       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -10.1076       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.0665       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -10.0253       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.98418       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.94304       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.90190       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -9.86076       -79.7152        28.0705        33.3580        34.8722        0.00000        3.69934        0.00000     
 -9.81962       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -9.77848       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.73734       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.69620       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.65506       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.61392       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.57278       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -9.53165       -79.7152        28.0705        33.3580        34.8722        0.00000        3.69934        0.00000     
 -9.49051       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -9.44937       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.40823       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.36709       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.32595       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.28481       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.24367       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.20253       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.16139       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -9.12025       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.07911       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -9.03797       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -8.99684       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -8.95570       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -8.91456       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -8.87342       -79.7152        28.0705        33.3580        34.8722        0.00000        3.69934        0.00000     
 -8.83228       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -8.79114       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -8.75000       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -8.70886       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -8.66772       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -8.62658       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -8.58544       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -8.54430       -79.7152        28.0705        33.3580        34.8722        0.00000        3.69934        0.00000     
 -8.50316       -79.7152        28.0706        33.3582        34.8723        0.00000        3.69897        0.00000     
 -8.46203       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -8.42089       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -8.37975       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -8.33861       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -8.29747       -79.7152        28.0710        33.3586        34.8728        0.00000        3.69759        0.00000     
 -8.25633       -79.7152        28.0713        33.3591        34.8732        0.00000        3.69634        0.00000     
 -8.21519       -79.7152        28.0708        33.3584        34.8726        0.00000        3.69823        0.00000     
 -8.17405       -79.7152        28.0708        33.3585        34.8726        0.00000        3.69800        0.00000     
 -8.13291       -79.7152        28.0707        33.3584        34.8725        0.00000        3.69833        0.00000     
 -8.09177       -79.7152        28.0711        33.3588        34.8729        0.00000        3.69725        0.00000     
 -8.05063       -79.7152        28.0702        33.3578        34.8719        0.00000        3.70007        0.00000     
 -8.00949       -79.7152        28.0700        33.3576        34.8717        0.00000        3.70075        0.00000     
 -7.96835       -79.7152        28.0700        33.3576        34.8717        0.00000        3.70075        0.00000     
 -7.92722       -79.7152        26.6803        31.7060        33.1452        0.00000        3.51212        4.95633     
 -7.88608       -79.7152        26.6755        31.7003        33.1392        0.00000        3.50745        4.97765     
 -7.84494       -79.7152        26.6706        31.6945        33.1332        0.00000        3.50279        4.99886     
 -7.80380       -79.7152        26.6720        31.6962        33.1349        0.00000        3.50411        4.99285     
 -7.76266       -79.7152        26.6692        31.6928        33.1314        0.00000        3.50139        5.00523     
 -7.72152       -79.7152        26.6636        31.6862        33.1244        0.00000        3.49602        5.02972     
 -7.68038       -79.7152        26.6550        31.6760        33.1137        0.00000        3.48771        5.06759     
 -7.63924       -79.7152        26.6566        31.6779        33.1157        0.00000        3.48927        5.06049     
 -7.59810       -79.7152        26.6531        31.6737        33.1114        0.00000        3.48590        5.07587     
 -7.55696       -79.7152        26.6445        31.6635        33.1007        0.00000        3.47759        5.11370     
 -7.51582       -79.7152        26.6307        31.6471        33.0836        0.00000        3.46431        5.17423     
 -7.47468       -79.7152        26.6339        31.6509        33.0875        0.00000        3.46739        5.16024     
 -7.43354       -79.7152        26.6286        31.6446        33.0810        0.00000        3.46228        5.18349     
 -7.39241       -79.7152        26.6149        31.6283        33.0639        0.00000        3.44902        5.24394     
 -7.35127       -79.7152        26.5915        31.6005        33.0349        0.00000        3.42652        5.34649     
 -7.31013       -79.7152        26.5986        31.6089        33.0436        0.00000        3.43330        5.31559     
 -7.26899       -79.7152        26.5904        31.5992        33.0335        0.00000        3.42545        5.35138     
 -7.22785       -79.7152        26.5671        31.5715        33.0046        0.00000        3.40299        5.45374     
 -7.18671       -79.7152        26.5222        31.5182        32.9488        0.00000        3.35968        5.65111     
 -7.14557       -79.7152        26.5413        31.5408        32.9725        0.00000        3.37805        5.56740     
 -7.10443       -79.7152        26.5284        31.5255        32.9564        0.00000        3.36560        5.62414     
 -7.06329       -79.7152        26.4836        31.4723        32.9008        0.00000        3.32242        5.82093     
 -7.02215       -79.7152        26.3293        31.2889        32.7091        0.00000        3.17366        6.49898     
 -6.98101       -79.7152        26.4404        31.4209        32.8471        0.00000        3.28073        6.01097     
 -6.93987       -79.7152        25.4253        30.2146        31.5860        0.00000        2.30189        10.4723     
 -6.89873       -79.7152        26.3000        31.2541        32.6728        0.00000        3.14543        6.62763     
 -6.85759       -79.7152        26.3511        31.3148        32.7361        0.00000        3.19462        6.40344     
 -6.81646       -79.7152        21.1038        25.0790        26.2174        0.00000        2.40086        25.1990     
 -6.77532       -79.7152        21.1250        25.1043        26.2438        0.00000        2.42565        25.1013     
 -6.73418       -79.7152        21.1335        25.1144        26.2544        0.00000        2.43558        25.0621     
 -6.69304       -79.7152        21.0463        25.0107        26.1460        0.00000        2.33381        25.4632     
 -6.65190       -79.7152        21.0697        25.0386        26.1751        0.00000        2.36119        25.3553     
 -6.61076       -79.7152        21.0380        25.0009        26.1357        0.00000        2.32416        25.5012     
 -6.56962       -79.7152        20.9515        24.8981        26.0283        0.00000        2.22330        25.8988     
 -6.52848       -79.7152        20.8003        24.7184        25.8404        0.00000        2.04693        26.5939     
 -6.48734       -79.7152        20.8530        24.7811        25.9059        0.00000        2.10841        26.3516     
 -6.44620       -79.7152        20.8041        24.7230        25.8452        0.00000        2.05137        26.5764     
 -6.40506       -79.7152        20.6550        24.5458        25.6599        0.00000        1.87746        27.2618     
 -6.36392       -79.7152        20.6033        24.4843        25.5957        0.00000        1.81713        27.4996     
 -6.32278       -79.7152        20.3460        24.1785        25.2760        0.00000        1.51699        28.6824     
 -6.28165       -79.7152        20.4477        24.2994        25.4024        0.00000        1.63564        28.2148     
 -6.24051       -79.7152        20.2879        24.1095        25.2038        0.00000        1.44920        28.9496     
 -6.19937       -79.7152        20.0680        23.8482        24.9307        0.00000        1.19275        29.9603     
 -6.15823       -79.7152        19.7286        23.4448        24.5090        0.00000       0.796812        31.5208     
 -6.11709       -79.7152        19.8339        23.5700        24.6398        0.00000       0.919643        31.0367     
 -6.07595       -79.7152        19.6100        23.3039        24.3617        0.00000       0.658489        32.0660     
 -6.03481       -79.7152        19.3461        22.9903        24.0338        0.00000       0.350645        33.2792     
 -5.99367       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.95253       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.91139       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.87025       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.82911       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.78797       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.74684       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.70570       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.66456       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.62342       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.58228       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.54114       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.50000       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.45886       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.41772       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.37658       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.33544       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.29430       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.25316       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.21203       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.17089       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.12975       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.08861       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.04747       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -5.00633       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.96519       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.92405       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.88291       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.84177       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.80063       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.75949       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.71835       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.67722       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.63608       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.59494       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.55380       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.51266       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
 -4.47152       -79.7152        19.0455        22.6330        23.6603        0.00000        0.00000        34.6612     
