|6.6.6
h2o_1E-14_3.tab                                                                                     
           2
f_CO2   
  -12.000000000000000     
   4.1139240506329111E-002
         317
f_O2    
  -110.00000000000000     
  0.34810126582278483     
         317
           5
f_CO2          f_O2           C[O(HP)1]      C[Opx(HP)2]    C[Cc(AE)3]    
 0.712025       -84.5886                 NaN            NaN  0.600000     
 0.753165       -84.5886                 NaN            NaN  0.600000     
 0.794304       -84.5886                 NaN            NaN  0.600000     
 0.835443       -84.5886                 NaN            NaN  0.600000     
 0.876582       -84.5886                 NaN            NaN  0.600000     
 0.917722       -84.5886                 NaN            NaN  0.600000     
 0.958861       -84.5886                 NaN            NaN  0.600000     
  1.00000       -84.5886                 NaN            NaN  0.600000     
 -12.0000       -84.2405       0.986465       0.960462                 NaN
 -11.9589       -84.2405       0.986465       0.960462                 NaN
 -11.9177       -84.2405       0.986465       0.960462                 NaN
 -11.8766       -84.2405       0.986465       0.960462                 NaN
 -11.8354       -84.2405       0.989213       0.970017                 NaN
 -11.7943       -84.2405       0.986465       0.960462                 NaN
 -11.7532       -84.2405       0.990854       0.975445                 NaN
 -11.7120       -84.2405       0.986465       0.960462                 NaN
 -11.6709       -84.2405       0.986465       0.960462                 NaN
 -11.6297       -84.2405       0.986465       0.960462                 NaN
 -11.5886       -84.2405       0.988598       0.967958                 NaN
 -11.5475       -84.2405       0.986465       0.960462                 NaN
 -11.5063       -84.2405       0.987275       0.963357                 NaN
 -11.4652       -84.2405       0.986465       0.960462                 NaN
 -11.4241       -84.2405       0.990854       0.975445                 NaN
 -11.3829       -84.2405       0.986465       0.960462                 NaN
 -11.3418       -84.2405       0.986465       0.960462                 NaN
 -11.3006       -84.2405       0.986465       0.960462                 NaN
 -11.2595       -84.2405       0.988598       0.967958                 NaN
 -11.2184       -84.2405       0.986465       0.960462                 NaN
 -11.1772       -84.2405       0.988426       0.967374                 NaN
 -11.1361       -84.2405       0.986465       0.960462                 NaN
 -11.0949       -84.2405       0.988598       0.967958                 NaN
 -11.0538       -84.2405       0.986465       0.960462                 NaN
 -11.0127       -84.2405       0.986465       0.960462                 NaN
 -10.9715       -84.2405       0.986465       0.960462                 NaN
 -10.9304       -84.2405       0.988598       0.967958                 NaN
 -10.8892       -84.2405       0.986465       0.960462                 NaN
 -10.8481       -84.2405       0.987275       0.963357                 NaN
 -10.8070       -84.2405       0.986465       0.960462                 NaN
 -10.7658       -84.2405       0.990854       0.975445                 NaN
 -10.7247       -84.2405       0.986465       0.960462                 NaN
 -10.6835       -84.2405       0.986465       0.960462                 NaN
 -10.6424       -84.2405       0.986465       0.960462                 NaN
 -10.6013       -84.2405       0.988598       0.967958                 NaN
 -10.5601       -84.2405       0.986465       0.960462                 NaN
 -10.5190       -84.2405       0.988332       0.967054                 NaN
 -10.4778       -84.2405       0.986465       0.960462                 NaN
 -10.4367       -84.2405       0.988261       0.966809                 NaN
 -10.3956       -84.2405       0.986465       0.960462                 NaN
 -10.3544       -84.2405       0.986465       0.960462                 NaN
 -10.3133       -84.2405       0.986465       0.960462                 NaN
 -10.2722       -84.2405       0.988598       0.967958                 NaN
 -10.2310       -84.2405       0.986465       0.960462                 NaN
 -10.1899       -84.2405       0.987275       0.963357                 NaN
 -10.1487       -84.2405       0.986465       0.960462                 NaN
 -10.1076       -84.2405       0.990854       0.975445                 NaN
 -10.0665       -84.2405       0.986465       0.960462                 NaN
 -10.0253       -84.2405       0.986465       0.960462                 NaN
 -9.98418       -84.2405       0.986465       0.960462                 NaN
 -9.94304       -84.2405       0.988598       0.967958                 NaN
 -9.90190       -84.2405       0.986465       0.960462                 NaN
 -9.86076       -84.2405       0.988332       0.967054                 NaN
 -9.81962       -84.2405       0.986465       0.960462                 NaN
 -9.77848       -84.2405       0.988261       0.966809                 NaN
 -9.73734       -84.2405       0.986465       0.960462                 NaN
 -9.69620       -84.2405       0.986465       0.960462                 NaN
 -9.65506       -84.2405       0.986465       0.960462                 NaN
 -9.61392       -84.2405       0.988598       0.967958                 NaN
 -9.57278       -84.2405       0.986465       0.960462                 NaN
 -9.53165       -84.2405       0.986465       0.960462                 NaN
 -9.49051       -84.2405       0.986465       0.960462                 NaN
 -9.44937       -84.2405       0.990854       0.975445                 NaN
 -9.40823       -84.2405       0.986465       0.960462                 NaN
 -9.36709       -84.2405       0.986465       0.960462                 NaN
 -9.32595       -84.2405       0.986465       0.960462                 NaN
 -9.28481       -84.2405       0.990854       0.975445                 NaN
 -9.24367       -84.2405       0.986465       0.960462                 NaN
 -9.20253       -84.2405       0.990854       0.975445                 NaN
 -9.16139       -84.2405       0.986465       0.960462                 NaN
 -9.12025       -84.2405       0.988261       0.966809                 NaN
 -9.07911       -84.2405       0.986465       0.960462                 NaN
 -9.03797       -84.2405       0.986465       0.960462                 NaN
 -8.99684       -84.2405       0.986465       0.960462                 NaN
 -8.95570       -84.2405       0.988598       0.967958                 NaN
 -8.91456       -84.2405       0.986465       0.960462                 NaN
 -8.87342       -84.2405       0.987275       0.963357                 NaN
 -8.83228       -84.2405       0.986465       0.960462                 NaN
 -8.79114       -84.2405       0.990854       0.975445                 NaN
 -8.75000       -84.2405       0.986465       0.960462                 NaN
 -8.70886       -84.2405       0.986465       0.960462                 NaN
 -8.66772       -84.2405       0.986465       0.960462                 NaN
 -8.62658       -84.2405       0.988598       0.967958                 NaN
 -8.58544       -84.2405       0.986465       0.960462                 NaN
 -8.54430       -84.2405       0.988332       0.967054                 NaN
 -8.50316       -84.2405       0.986465       0.960462                 NaN
 -8.46203       -84.2405       0.988261       0.966809                 NaN
 -8.42089       -84.2405       0.986465       0.960462                 NaN
 -8.37975       -84.2405       0.986465       0.960462                 NaN
 -8.33861       -84.2405       0.986465       0.960462                 NaN
 -8.29747       -84.2405       0.983504       0.946371                 NaN
 -8.25633       -84.2405       0.983504       0.946371                 NaN
 -8.21519       -84.2405       0.983504       0.946371                 NaN
 -8.17405       -84.2405       0.983504       0.946371                 NaN
 -8.13291       -84.2405       0.983504       0.946371                 NaN
 -8.09177       -84.2405       0.984662       0.951461                 NaN
 -8.05063       -84.2405       0.983504       0.946371                 NaN
 -8.00949       -84.2405       0.991257       0.976668                 NaN
 -7.96835       -84.2405                 NaN  0.976489       0.970158     
 -7.92722       -84.2405                 NaN  0.929144       0.940459     
 -7.88608       -84.2405                 NaN  0.894476       0.915530     
 -7.84494       -84.2405                 NaN  0.898601       0.909148     
 -7.80380       -84.2405                 NaN  0.761973       0.902220     
 -7.76266       -84.2405                 NaN  0.760646       0.901773     
 -7.72152       -84.2405                 NaN  0.920790       0.934535     
 -7.68038       -84.2405                 NaN  0.748418       0.779229     
 -7.63924       -84.2405                 NaN  0.819413       0.821829     
 -7.59810       -84.2405                 NaN  0.766641       0.814310     
 -7.55696       -84.2405                 NaN  0.784819       0.783612     
 -7.51582       -84.2405                 NaN  0.728145       0.853625     
 -7.47468       -84.2405                 NaN  0.786112       0.765710     
 -7.43354       -84.2405                 NaN  0.720026       0.864441     
 -7.39241       -84.2405                 NaN  0.741552       0.749397     
 -7.35127       -84.2405                 NaN  0.719745       0.763332     
 -7.31013       -84.2405                 NaN  0.719746       0.752170     
 -7.26899       -84.2405                 NaN  0.579121       0.831759     
 -7.22785       -84.2405                 NaN  0.661964       0.747806     
 -7.18671       -84.2405                 NaN  0.553259       0.793753     
 -7.14557       -84.2405                 NaN  0.540214       0.785165     
 -7.10443       -84.2405                 NaN  0.535866       0.758593     
 -7.06329       -84.2405                 NaN  0.528001       0.750443     
 -7.02215       -84.2405                 NaN  0.522902       0.731053     
 -6.98101       -84.2405                 NaN  0.519086       0.710154     
 -6.93987       -84.2405                 NaN  0.519086       0.710154     
 -6.89873       -84.2405                 NaN  0.516414       0.683586     
 -6.85759       -84.2405                 NaN  0.516414       0.683586     
 -6.81646       -84.2405                 NaN  0.516414       0.683586     
 -6.77532       -84.2405                 NaN  0.516414       0.683586     
 -6.73418       -84.2405                 NaN  0.516414       0.683586     
 -6.69304       -84.2405                 NaN  0.516414       0.683586     
 -6.65190       -84.2405                 NaN            NaN  0.600000     
 -6.61076       -84.2405                 NaN            NaN  0.600000     
 -6.56962       -84.2405                 NaN            NaN  0.600000     
 -6.52848       -84.2405                 NaN            NaN  0.600000     
 -6.48734       -84.2405                 NaN            NaN  0.600000     
 -6.44620       -84.2405                 NaN            NaN  0.600000     
 -6.40506       -84.2405                 NaN            NaN  0.600000     
 -6.36392       -84.2405                 NaN            NaN  0.600000     
 -6.32278       -84.2405                 NaN            NaN  0.600000     
 -6.28165       -84.2405                 NaN            NaN  0.600000     
 -6.24051       -84.2405                 NaN            NaN  0.600000     
 -6.19937       -84.2405                 NaN            NaN  0.600000     
 -6.15823       -84.2405                 NaN            NaN  0.600000     
 -6.11709       -84.2405                 NaN            NaN  0.600000     
 -6.07595       -84.2405                 NaN            NaN  0.600000     
 -6.03481       -84.2405                 NaN            NaN  0.600000     
 -5.99367       -84.2405                 NaN            NaN  0.600000     
 -5.95253       -84.2405                 NaN            NaN  0.600000     
 -5.91139       -84.2405                 NaN            NaN  0.600000     
 -5.87025       -84.2405                 NaN            NaN  0.600000     
 -5.82911       -84.2405                 NaN            NaN  0.600000     
 -5.78797       -84.2405                 NaN            NaN  0.600000     
 -5.74684       -84.2405                 NaN            NaN  0.600000     
 -5.70570       -84.2405                 NaN            NaN  0.600000     
 -5.66456       -84.2405                 NaN            NaN  0.600000     
 -5.62342       -84.2405                 NaN            NaN  0.600000     
 -5.58228       -84.2405                 NaN            NaN  0.600000     
 -5.54114       -84.2405                 NaN            NaN  0.600000     
 -5.50000       -84.2405                 NaN            NaN  0.600000     
 -5.45886       -84.2405                 NaN            NaN  0.600000     
 -5.41772       -84.2405                 NaN            NaN  0.600000     
 -5.37658       -84.2405                 NaN            NaN  0.600000     
 -5.33544       -84.2405                 NaN            NaN  0.600000     
 -5.29430       -84.2405                 NaN            NaN  0.600000     
 -5.25316       -84.2405                 NaN            NaN  0.600000     
 -5.21203       -84.2405                 NaN            NaN  0.600000     
 -5.17089       -84.2405                 NaN            NaN  0.600000     
 -5.12975       -84.2405                 NaN            NaN  0.600000     
 -5.08861       -84.2405                 NaN            NaN  0.600000     
 -5.04747       -84.2405                 NaN            NaN  0.600000     
 -5.00633       -84.2405                 NaN            NaN  0.600000     
 -4.96519       -84.2405                 NaN            NaN  0.600000     
 -4.92405       -84.2405                 NaN            NaN  0.600000     
 -4.88291       -84.2405                 NaN            NaN  0.600000     
 -4.84177       -84.2405                 NaN            NaN  0.600000     
 -4.80063       -84.2405                 NaN            NaN  0.600000     
 -4.75949       -84.2405                 NaN            NaN  0.600000     
 -4.71835       -84.2405                 NaN            NaN  0.600000     
 -4.67722       -84.2405                 NaN            NaN  0.600000     
 -4.63608       -84.2405                 NaN            NaN  0.600000     
 -4.59494       -84.2405                 NaN            NaN  0.600000     
 -4.55380       -84.2405                 NaN            NaN  0.600000     
 -4.51266       -84.2405                 NaN            NaN  0.600000     
 -4.47152       -84.2405                 NaN            NaN  0.600000     
 -4.43038       -84.2405                 NaN            NaN  0.600000     
 -4.38924       -84.2405                 NaN            NaN  0.600000     
 -4.34810       -84.2405                 NaN            NaN  0.600000     
 -4.30696       -84.2405                 NaN            NaN  0.600000     
 -4.26582       -84.2405                 NaN            NaN  0.600000     
 -4.22468       -84.2405                 NaN            NaN  0.600000     
 -4.18354       -84.2405                 NaN            NaN  0.600000     
 -4.14241       -84.2405                 NaN            NaN  0.600000     
 -4.10127       -84.2405                 NaN            NaN  0.600000     
 -4.06013       -84.2405                 NaN            NaN  0.600000     
 -4.01899       -84.2405                 NaN            NaN  0.600000     
 -3.97785       -84.2405                 NaN            NaN  0.600000     
 -3.93671       -84.2405                 NaN            NaN  0.600000     
 -3.89557       -84.2405                 NaN            NaN  0.600000     
 -3.85443       -84.2405                 NaN            NaN  0.600000     
 -3.81329       -84.2405                 NaN            NaN  0.600000     
 -3.77215       -84.2405                 NaN            NaN  0.600000     
 -3.73101       -84.2405                 NaN            NaN  0.600000     
 -3.68987       -84.2405                 NaN            NaN  0.600000     
 -3.64873       -84.2405                 NaN            NaN  0.600000     
 -3.60759       -84.2405                 NaN            NaN  0.600000     
 -3.56646       -84.2405                 NaN            NaN  0.600000     
 -3.52532       -84.2405                 NaN            NaN  0.600000     
 -3.48418       -84.2405                 NaN            NaN  0.600000     
 -3.44304       -84.2405                 NaN            NaN  0.600000     
 -3.40190       -84.2405                 NaN            NaN  0.600000     
 -3.36076       -84.2405                 NaN            NaN  0.600000     
 -3.31962       -84.2405                 NaN            NaN  0.600000     
 -3.27848       -84.2405                 NaN            NaN  0.600000     
 -3.23734       -84.2405                 NaN            NaN  0.600000     
 -3.19620       -84.2405                 NaN            NaN  0.600000     
 -3.15506       -84.2405                 NaN            NaN  0.600000     
 -3.11392       -84.2405                 NaN            NaN  0.600000     
 -3.07278       -84.2405                 NaN            NaN  0.600000     
 -3.03165       -84.2405                 NaN            NaN  0.600000     
 -2.99051       -84.2405                 NaN            NaN  0.600000     
 -2.94937       -84.2405                 NaN            NaN  0.600000     
 -2.90823       -84.2405                 NaN            NaN  0.600000     
 -2.86709       -84.2405                 NaN            NaN  0.600000     
 -2.82595       -84.2405                 NaN            NaN  0.600000     
 -2.78481       -84.2405                 NaN            NaN  0.600000     
 -2.74367       -84.2405                 NaN            NaN  0.600000     
 -2.70253       -84.2405                 NaN            NaN  0.600000     
 -2.66139       -84.2405                 NaN            NaN  0.600000     
 -2.62025       -84.2405                 NaN            NaN  0.600000     
 -2.57911       -84.2405                 NaN            NaN  0.600000     
 -2.53797       -84.2405                 NaN            NaN  0.600000     
 -2.49684       -84.2405                 NaN            NaN  0.600000     
 -2.45570       -84.2405                 NaN            NaN  0.600000     
 -2.41456       -84.2405                 NaN            NaN  0.600000     
 -2.37342       -84.2405                 NaN            NaN  0.600000     
 -2.33228       -84.2405                 NaN            NaN  0.600000     
 -2.29114       -84.2405                 NaN            NaN  0.600000     
 -2.25000       -84.2405                 NaN            NaN  0.600000     
 -2.20886       -84.2405                 NaN            NaN  0.600000     
 -2.16772       -84.2405                 NaN            NaN  0.600000     
 -2.12658       -84.2405                 NaN            NaN  0.600000     
 -2.08544       -84.2405                 NaN            NaN  0.600000     
 -2.04430       -84.2405                 NaN            NaN  0.600000     
 -2.00316       -84.2405                 NaN            NaN  0.600000     
 -1.96203       -84.2405                 NaN            NaN  0.600000     
 -1.92089       -84.2405                 NaN            NaN  0.600000     
 -1.87975       -84.2405                 NaN            NaN  0.600000     
 -1.83861       -84.2405                 NaN            NaN  0.600000     
 -1.79747       -84.2405                 NaN            NaN  0.600000     
 -1.75633       -84.2405                 NaN            NaN  0.600000     
 -1.71519       -84.2405                 NaN            NaN  0.600000     
 -1.67405       -84.2405                 NaN            NaN  0.600000     
 -1.63291       -84.2405                 NaN            NaN  0.600000     
 -1.59177       -84.2405                 NaN            NaN  0.600000     
 -1.55063       -84.2405                 NaN            NaN  0.600000     
 -1.50949       -84.2405                 NaN            NaN  0.600000     
 -1.46835       -84.2405                 NaN            NaN  0.600000     
 -1.42722       -84.2405                 NaN            NaN  0.600000     
 -1.38608       -84.2405                 NaN            NaN  0.600000     
 -1.34494       -84.2405                 NaN            NaN  0.600000     
 -1.30380       -84.2405                 NaN            NaN  0.600000     
 -1.26266       -84.2405                 NaN            NaN  0.600000     
 -1.22152       -84.2405                 NaN            NaN  0.600000     
 -1.18038       -84.2405                 NaN            NaN  0.600000     
 -1.13924       -84.2405                 NaN            NaN  0.600000     
 -1.09810       -84.2405                 NaN            NaN  0.600000     
 -1.05696       -84.2405                 NaN            NaN  0.600000     
 -1.01582       -84.2405                 NaN            NaN  0.600000     
-0.974684       -84.2405                 NaN            NaN  0.600000     
-0.933544       -84.2405                 NaN            NaN  0.600000     
-0.892405       -84.2405                 NaN            NaN  0.600000     
-0.851266       -84.2405                 NaN            NaN  0.600000     
-0.810127       -84.2405                 NaN            NaN  0.600000     
-0.768987       -84.2405                 NaN            NaN  0.600000     
-0.727848       -84.2405                 NaN            NaN  0.600000     
-0.686709       -84.2405                 NaN            NaN  0.600000     
-0.645570       -84.2405                 NaN            NaN  0.600000     
-0.604430       -84.2405                 NaN            NaN  0.600000     
-0.563291       -84.2405                 NaN            NaN  0.600000     
-0.522152       -84.2405                 NaN            NaN  0.600000     
-0.481013       -84.2405                 NaN            NaN  0.600000     
-0.439873       -84.2405                 NaN            NaN  0.600000     
-0.398734       -84.2405                 NaN            NaN  0.600000     
-0.357595       -84.2405                 NaN            NaN  0.600000     
-0.316456       -84.2405                 NaN            NaN  0.600000     
-0.275316       -84.2405                 NaN            NaN  0.600000     
-0.234177       -84.2405                 NaN            NaN  0.600000     
-0.193038       -84.2405                 NaN            NaN  0.600000     
-0.151899       -84.2405                 NaN            NaN  0.600000     
-0.110759       -84.2405                 NaN            NaN  0.600000     
-0.696203E-001  -84.2405                 NaN            NaN  0.600000     
-0.284810E-001  -84.2405                 NaN            NaN  0.600000     
 0.126582E-001  -84.2405                 NaN            NaN  0.600000     
 0.537975E-001  -84.2405                 NaN            NaN  0.600000     
 0.949367E-001  -84.2405                 NaN            NaN  0.600000     
 0.136076       -84.2405                 NaN            NaN  0.600000     
 0.177215       -84.2405                 NaN            NaN  0.600000     
 0.218354       -84.2405                 NaN            NaN  0.600000     
 0.259494       -84.2405                 NaN            NaN  0.600000     
 0.300633       -84.2405                 NaN            NaN  0.600000     
 0.341772       -84.2405                 NaN            NaN  0.600000     
 0.382911       -84.2405                 NaN            NaN  0.600000     
 0.424051       -84.2405                 NaN            NaN  0.600000     
 0.465190       -84.2405                 NaN            NaN  0.600000     
 0.506329       -84.2405                 NaN            NaN  0.600000     
 0.547468       -84.2405                 NaN            NaN  0.600000     
 0.588608       -84.2405                 NaN            NaN  0.600000     
 0.629747       -84.2405                 NaN            NaN  0.600000     
 0.670886       -84.2405                 NaN            NaN  0.600000     
 0.712025       -84.2405                 NaN            NaN  0.600000     
 0.753165       -84.2405                 NaN            NaN  0.600000     
 0.794304       -84.2405                 NaN            NaN  0.600000     
 0.835443       -84.2405                 NaN            NaN  0.600000     
 0.876582       -84.2405                 NaN            NaN  0.600000     
 0.917722       -84.2405                 NaN            NaN  0.600000     
 0.958861       -84.2405                 NaN            NaN  0.600000     
  1.00000       -84.2405                 NaN            NaN  0.600000     
 -12.0000       -83.8924       0.987222       0.963163                 NaN
 -11.9589       -83.8924       0.991409       0.977003                 NaN
 -11.9177       -83.8924       0.990856       0.975283                 NaN
 -11.8766       -83.8924       0.987222       0.963163                 NaN
 -11.8354       -83.8924       0.991928       0.978668                 NaN
 -11.7943       -83.8924       0.987222       0.963163                 NaN
 -11.7532       -83.8924       0.989706       0.971609                 NaN
 -11.7120       -83.8924       0.987222       0.963163                 NaN
 -11.6709       -83.8924       0.987222       0.963163                 NaN
 -11.6297       -83.8924       0.987222       0.963163                 NaN
 -11.5886       -83.8924       0.987222       0.963163                 NaN
 -11.5475       -83.8924       0.987222       0.963163                 NaN
 -11.5063       -83.8924       0.987639       0.964624                 NaN
 -11.4652       -83.8924       0.987222       0.963163                 NaN
 -11.4241       -83.8924       0.987222       0.963163                 NaN
 -11.3829       -83.8924       0.987222       0.963163                 NaN
 -11.3418       -83.8924       0.987222       0.963163                 NaN
 -11.3006       -83.8924       0.987222       0.963163                 NaN
 -11.2595       -83.8924       0.987222       0.963163                 NaN
 -11.2184       -83.8924       0.987222       0.963163                 NaN
 -11.1772       -83.8924       0.988392       0.967209                 NaN
 -11.1361       -83.8924       0.987222       0.963163                 NaN
 -11.0949       -83.8924       0.987222       0.963163                 NaN
 -11.0538       -83.8924       0.987222       0.963163                 NaN
 -11.0127       -83.8924       0.987222       0.963163                 NaN
 -10.9715       -83.8924       0.987222       0.963163                 NaN
 -10.9304       -83.8924       0.987222       0.963163                 NaN
 -10.8892       -83.8924       0.987222       0.963163                 NaN
 -10.8481       -83.8924       0.987222       0.963163                 NaN
 -10.8070       -83.8924       0.987222       0.963163                 NaN
 -10.7658       -83.8924       0.987222       0.963163                 NaN
 -10.7247       -83.8924       0.987222       0.963163                 NaN
 -10.6835       -83.8924       0.987222       0.963163                 NaN
 -10.6424       -83.8924       0.987222       0.963163                 NaN
 -10.6013       -83.8924       0.987222       0.963163                 NaN
 -10.5601       -83.8924       0.987222       0.963163                 NaN
 -10.5190       -83.8924       0.987222       0.963163                 NaN
 -10.4778       -83.8924       0.987222       0.963163                 NaN
 -10.4367       -83.8924       0.987222       0.963163                 NaN
 -10.3956       -83.8924       0.987222       0.963163                 NaN
 -10.3544       -83.8924       0.987222       0.963163                 NaN
 -10.3133       -83.8924       0.987222       0.963163                 NaN
 -10.2722       -83.8924       0.987222       0.963163                 NaN
 -10.2310       -83.8924       0.987222       0.963163                 NaN
 -10.1899       -83.8924       0.987222       0.963163                 NaN
 -10.1487       -83.8924       0.987222       0.963163                 NaN
 -10.1076       -83.8924       0.987222       0.963163                 NaN
 -10.0665       -83.8924       0.987222       0.963163                 NaN
 -10.0253       -83.8924       0.987222       0.963163                 NaN
 -9.98418       -83.8924       0.987222       0.963163                 NaN
 -9.94304       -83.8924       0.987222       0.963163                 NaN
 -9.90190       -83.8924       0.987222       0.963163                 NaN
 -9.86076       -83.8924       0.987222       0.963163                 NaN
 -9.81962       -83.8924       0.987222       0.963163                 NaN
 -9.77848       -83.8924       0.987222       0.963163                 NaN
 -9.73734       -83.8924       0.987222       0.963163                 NaN
 -9.69620       -83.8924       0.987222       0.963163                 NaN
 -9.65506       -83.8924       0.987222       0.963163                 NaN
 -9.61392       -83.8924       0.987222       0.963163                 NaN
 -9.57278       -83.8924       0.987222       0.963163                 NaN
 -9.53165       -83.8924       0.987222       0.963163                 NaN
 -9.49051       -83.8924       0.987222       0.963163                 NaN
 -9.44937       -83.8924       0.987222       0.963163                 NaN
 -9.40823       -83.8924       0.987222       0.963163                 NaN
 -9.36709       -83.8924       0.987222       0.963163                 NaN
 -9.32595       -83.8924       0.987222       0.963163                 NaN
 -9.28481       -83.8924       0.987222       0.963163                 NaN
 -9.24367       -83.8924       0.987222       0.963163                 NaN
 -9.20253       -83.8924       0.991610       0.977733                 NaN
 -9.16139       -83.8924       0.987222       0.963163                 NaN
 -9.12025       -83.8924       0.987222       0.963163                 NaN
 -9.07911       -83.8924       0.987222       0.963163                 NaN
 -9.03797       -83.8924       0.987222       0.963163                 NaN
 -8.99684       -83.8924       0.987222       0.963163                 NaN
 -8.95570       -83.8924       0.987222       0.963163                 NaN
 -8.91456       -83.8924       0.987222       0.963163                 NaN
 -8.87342       -83.8924       0.987222       0.963163                 NaN
 -8.83228       -83.8924       0.987222       0.963163                 NaN
 -8.79114       -83.8924       0.987222       0.963163                 NaN
 -8.75000       -83.8924       0.987222       0.963163                 NaN
 -8.70886       -83.8924       0.987222       0.963163                 NaN
 -8.66772       -83.8924       0.987222       0.963163                 NaN
 -8.62658       -83.8924       0.987222       0.963163                 NaN
 -8.58544       -83.8924       0.987222       0.963163                 NaN
 -8.54430       -83.8924       0.987222       0.963163                 NaN
 -8.50316       -83.8924       0.987222       0.963163                 NaN
 -8.46203       -83.8924       0.987222       0.963163                 NaN
 -8.42089       -83.8924       0.987222       0.963163                 NaN
 -8.37975       -83.8924       0.987222       0.963163                 NaN
 -8.33861       -83.8924       0.987222       0.963163                 NaN
 -8.29747       -83.8924       0.991924       0.978648                 NaN
 -8.25633       -83.8924       0.987222       0.963163                 NaN
 -8.21519       -83.8924       0.985914       0.957764                 NaN
 -8.17405       -83.8924       0.985914       0.957764                 NaN
 -8.13291       -83.8924       0.985914       0.957764                 NaN
 -8.09177       -83.8924       0.987222       0.963163                 NaN
 -8.05063       -83.8924       0.987222       0.963163                 NaN
 -8.00949       -83.8924       0.992368       0.979955                 NaN
 -7.96835       -83.8924                 NaN  0.979908       0.973891     
 -7.92722       -83.8924                 NaN  0.977549       0.971297     
 -7.88608       -83.8924                 NaN  0.940003       0.944357     
 -7.84494       -83.8924                 NaN  0.921700       0.946356     
 -7.80380       -83.8924                 NaN  0.777563       0.904911     
 -7.76266       -83.8924                 NaN  0.953033       0.950330     
 -7.72152       -83.8924                 NaN  0.767896       0.862039     
 -7.68038       -83.8924                 NaN  0.782704       0.884138     
 -7.63924       -83.8924                 NaN  0.742923       0.790038     
 -7.59810       -83.8924                 NaN  0.741440       0.789997     
 -7.55696       -83.8924                 NaN  0.778772       0.902987     
 -7.51582       -83.8924                 NaN  0.739477       0.789926     
 -7.47468       -83.8924                 NaN  0.737620       0.789883     
 -7.43354       -83.8924                 NaN  0.748726       0.896452     
 -7.39241       -83.8924                 NaN  0.731867       0.789831     
 -7.35127       -83.8924                 NaN  0.733071       0.740101     
 -7.31013       -83.8924                 NaN  0.723377       0.789823     
 -7.26899       -83.8924                 NaN  0.608512       0.857882     
 -7.22785       -83.8924                 NaN  0.705749       0.795594     
 -7.18671       -83.8924                 NaN  0.653368       0.795367     
 -7.14557       -83.8924                 NaN  0.675419       0.744112     
 -7.10443       -83.8924                 NaN  0.544743       0.782876     
 -7.06329       -83.8924                 NaN  0.544465       0.759111     
 -7.02215       -83.8924                 NaN  0.531220       0.758005     
 -6.98101       -83.8924                 NaN  0.526247       0.735311     
 -6.93987       -83.8924                 NaN  0.523881       0.709635     
 -6.89873       -83.8924                 NaN  0.517940       0.699405     
 -6.85759       -83.8924                 NaN  0.516414       0.683586     
 -6.81646       -83.8924                 NaN  0.516414       0.683586     
 -6.77532       -83.8924                 NaN  0.516414       0.683586     
 -6.73418       -83.8924                 NaN  0.516414       0.683586     
 -6.69304       -83.8924                 NaN  0.516414       0.683586     
 -6.65190       -83.8924                 NaN            NaN  0.600000     
 -6.61076       -83.8924                 NaN            NaN  0.600000     
 -6.56962       -83.8924                 NaN            NaN  0.600000     
 -6.52848       -83.8924                 NaN            NaN  0.600000     
 -6.48734       -83.8924                 NaN            NaN  0.600000     
 -6.44620       -83.8924                 NaN            NaN  0.600000     
 -6.40506       -83.8924                 NaN            NaN  0.600000     
 -6.36392       -83.8924                 NaN            NaN  0.600000     
 -6.32278       -83.8924                 NaN            NaN  0.600000     
 -6.28165       -83.8924                 NaN            NaN  0.600000     
 -6.24051       -83.8924                 NaN            NaN  0.600000     
 -6.19937       -83.8924                 NaN            NaN  0.600000     
 -6.15823       -83.8924                 NaN            NaN  0.600000     
 -6.11709       -83.8924                 NaN            NaN  0.600000     
 -6.07595       -83.8924                 NaN            NaN  0.600000     
 -6.03481       -83.8924                 NaN            NaN  0.600000     
 -5.99367       -83.8924                 NaN            NaN  0.600000     
 -5.95253       -83.8924                 NaN            NaN  0.600000     
 -5.91139       -83.8924                 NaN            NaN  0.600000     
 -5.87025       -83.8924                 NaN            NaN  0.600000     
 -5.82911       -83.8924                 NaN            NaN  0.600000     
 -5.78797       -83.8924                 NaN            NaN  0.600000     
 -5.74684       -83.8924                 NaN            NaN  0.600000     
 -5.70570       -83.8924                 NaN            NaN  0.600000     
 -5.66456       -83.8924                 NaN            NaN  0.600000     
 -5.62342       -83.8924                 NaN            NaN  0.600000     
 -5.58228       -83.8924                 NaN            NaN  0.600000     
 -5.54114       -83.8924                 NaN            NaN  0.600000     
 -5.50000       -83.8924                 NaN            NaN  0.600000     
 -5.45886       -83.8924                 NaN            NaN  0.600000     
 -5.41772       -83.8924                 NaN            NaN  0.600000     
 -5.37658       -83.8924                 NaN            NaN  0.600000     
 -5.33544       -83.8924                 NaN            NaN  0.600000     
 -5.29430       -83.8924                 NaN            NaN  0.600000     
 -5.25316       -83.8924                 NaN            NaN  0.600000     
 -5.21203       -83.8924                 NaN            NaN  0.600000     
 -5.17089       -83.8924                 NaN            NaN  0.600000     
 -5.12975       -83.8924                 NaN            NaN  0.600000     
 -5.08861       -83.8924                 NaN            NaN  0.600000     
