|6.6.6
h2o_1E-14_3.tab                                                                                     
           2
f_CO2   
  -12.000000000000000     
   4.1139240506329111E-002
         317
f_O2    
  -110.00000000000000     
  0.34810126582278483     
         317
           9
f_CO2          f_O2           O(HP)          Opx(HP)        iron           mt             hem            Cc(AE)         q             
 -3.97785       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.93671       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.89557       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.85443       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.81329       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.77215       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.73101       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.68987       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.64873       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.60759       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.56646       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.52532       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.48418       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.44304       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.40190       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.36076       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.31962       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.27848       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.23734       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.19620       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.15506       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.11392       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.07278       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -3.03165       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.99051       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.94937       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.90823       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.86709       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.82595       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.78481       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.74367       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.70253       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.66139       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.62025       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.57911       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.53797       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.49684       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.45570       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.41456       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.37342       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.33228       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.29114       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.25000       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.20886       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.16772       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.12658       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.08544       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.04430       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -2.00316       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.96203       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.92089       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.87975       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.83861       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.79747       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.75633       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.71519       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.67405       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.63291       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.59177       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.55063       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.50949       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.46835       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.42722       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.38608       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.34494       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.30380       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.26266       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.22152       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.18038       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.13924       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.09810       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.05696       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -1.01582       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.974684       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.933544       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.892405       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.851266       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.810127       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.768987       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.727848       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.686709       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.645570       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.604430       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.563291       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.522152       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.481013       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.439873       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.398734       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.357595       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.316456       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.275316       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.234177       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.193038       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.151899       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.110759       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.696203E-001  -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
-0.284810E-001  -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.126582E-001  -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.537975E-001  -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.949367E-001  -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.136076       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.177215       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.218354       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.259494       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.300633       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.341772       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.382911       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.424051       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.465190       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.506329       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.547468       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.588608       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.629747       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.670886       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.712025       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.753165       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.794304       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.835443       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.876582       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.917722       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 0.958861       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
  1.00000       -95.0316                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -12.0000       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.9589       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.9177       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.8766       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.8354       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.7943       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.7532       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.7120       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.6709       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.6297       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.5886       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.5475       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.5063       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.4652       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.4241       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.3829       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.3418       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.3006       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.2595       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.2184       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.1772       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.1361       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.0949       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.0538       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -11.0127       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.9715       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.9304       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.8892       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.8481       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.8070       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.7658       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.7247       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.6835       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.6424       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.6013       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.5601       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.5190       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.4778       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.4367       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.3956       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.3544       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.3133       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.2722       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.2310       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.1899       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.1487       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.1076       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.0665       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -10.0253       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.98418       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.94304       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.90190       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.86076       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.81962       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.77848       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.73734       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.69620       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.65506       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.61392       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.57278       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.53165       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.49051       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.44937       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.40823       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.36709       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.32595       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.28481       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.24367       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.20253       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.16139       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.12025       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.07911       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -9.03797       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.99684       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.95570       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.91456       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.87342       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.83228       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.79114       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.75000       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.70886       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.66772       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.62658       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.58544       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.54430       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.50316       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.46203       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.42089       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.37975       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.33861       -94.6835        100.000                 NaN            NaN            NaN            NaN            NaN            NaN
 -8.29747       -94.6835                 NaN   53.0059                 NaN            NaN            NaN   46.9941                 NaN
 -8.25633       -94.6835                 NaN   53.0059                 NaN            NaN            NaN   46.9941                 NaN
 -8.21519       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -8.17405       -94.6835                 NaN   53.0059                 NaN            NaN            NaN   46.9941                 NaN
 -8.13291       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -8.09177       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -8.05063       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -8.00949       -94.6835                 NaN   53.0059                 NaN            NaN            NaN   46.9941                 NaN
 -7.96835       -94.6835                 NaN   53.0059                 NaN            NaN            NaN   46.9941                 NaN
 -7.92722       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.88608       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.84494       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.80380       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.76266       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.72152       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.68038       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.63924       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.59810       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.55696       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.51582       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.47468       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.43354       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.39241       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.35127       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.31013       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.26899       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.22785       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.18671       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.14557       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.10443       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.06329       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -7.02215       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -6.98101       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -6.93987       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -6.89873       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -6.85759       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -6.81646       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -6.77532       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -6.73418       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -6.69304       -94.6835                 NaN   53.0058                 NaN            NaN            NaN   46.9942                 NaN
 -6.65190       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.61076       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.56962       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.52848       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.48734       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.44620       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.40506       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.36392       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.32278       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.28165       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.24051       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.19937       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.15823       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.11709       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.07595       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -6.03481       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.99367       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.95253       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.91139       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.87025       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.82911       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.78797       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.74684       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.70570       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.66456       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.62342       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.58228       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.54114       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.50000       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.45886       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.41772       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.37658       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.33544       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.29430       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.25316       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.21203       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.17089       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.12975       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.08861       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.04747       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -5.00633       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.96519       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.92405       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.88291       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.84177       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.80063       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.75949       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.71835       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.67722       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.63608       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.59494       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.55380       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.51266       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.47152       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.43038       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.38924       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.34810       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.30696       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.26582       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.22468       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
 -4.18354       -94.6835                 NaN            NaN            NaN            NaN            NaN   71.5918        28.4082     
